m.ref,spec.r,group.r,date,month,year,latwgs84,longwgs84,sex,age.r
M19/00,Atlantic white-sided dolphin,Pelagic Dolphins,12/02/2000,2,2000,57.10591888,-7.378293037,U,adult
M20/00,Atlantic white-sided dolphin,Pelagic Dolphins,12/02/2000,2,2000,57.45859146,-7.401741505,F,juvenile
M33/00,Risso's dolphin,Pelagic Dolphins,19/02/2000,2,2000,59.14425659,-3.085417509,U,unknown
M64/00,Minke whale,Baleen Whales,23/02/2000,2,2000,58.36722183,-6.215112209,U,unknown
M27/00,Atlantic white-sided dolphin,Pelagic Dolphins,26/02/2000,2,2000,57.14166641,-7.405013561,M,adult
M28/00,Short-beaked common dolphin,Common Dolphin,26/02/2000,2,2000,57.1595459,-7.407626152,M,adult
M29/00,Harbour porpoise,Harbour porpoise,03/03/2000,3,2000,55.46699905,-5.71150589,U,unknown
M30/00,Sperm whale,Deep Divers,04/03/2000,3,2000,57.72955704,-7.051918507,U,unknown
M43/00,Striped dolphin,Pelagic Dolphins,05/03/2000,3,2000,57.22687531,-7.432452679,M,juvenile
M44/00,Short-beaked common dolphin,Common Dolphin,05/03/2000,3,2000,57.59339523,-7.530721664,F,adult
M46/00,Long-finned pilot whale,Pelagic Dolphins,07/03/2000,3,2000,57.6720314,-7.248785973,U,unknown
M45/00,Short-beaked common dolphin,Common Dolphin,08/03/2000,3,2000,57.07212067,-7.305642605,F,adult
M36/00,Long-finned pilot whale,Pelagic Dolphins,12/03/2000,3,2000,58.48127747,-6.30089426,U,unknown
M48/00,Short-beaked common dolphin,Common Dolphin,12/03/2000,3,2000,57.26864624,-7.423662186,F,adult
M49/00,Long-finned pilot whale,Pelagic Dolphins,13/03/2000,3,2000,57.23738861,-7.438980103,U,unknown
M50/00,Harbour porpoise,Harbour porpoise,15/03/2000,3,2000,57.69776917,-2.904243231,M,juvenile
M54/00,Striped dolphin,Pelagic Dolphins,16/03/2000,3,2000,56.02584839,-5.606059074,M,juvenile
M53/00,Minke whale,Baleen Whales,20/03/2000,3,2000,58.65320587,-3.257989407,F,adult
M56/00,Sowerby's beaked whale,Deep Divers,22/03/2000,3,2000,59.35216141,-2.910902023,U,unknown
M144/00,Risso's dolphin,Pelagic Dolphins,28/03/2000,3,2000,58.86485672,-3.376634121,U,unknown
M59/00,Harbour porpoise,Harbour porpoise,03/04/2000,4,2000,57.14314651,-2.072665453,F,juvenile
M60/00,Harbour porpoise,Harbour porpoise,03/04/2000,4,2000,57.83601761,-3.829006672,M,juvenile
M61/00,Harbour porpoise,Harbour porpoise,05/04/2000,4,2000,56.06852341,-3.170922756,U,unknown
M62/00,Harbour porpoise,Harbour porpoise,15/04/2000,4,2000,57.15391922,-2.077645063,U,unknown
M63/00,Harbour porpoise,Harbour porpoise,15/04/2000,4,2000,57.67471695,-3.093126774,M,juvenile
M73/00,Harbour porpoise,Harbour porpoise,23/04/2000,4,2000,56.77330399,-2.399201393,F,juvenile
M74/00,Atlantic white-sided dolphin,Pelagic Dolphins,25/04/2000,4,2000,59.01988983,-2.907330513,M,adult
M77/00,Harbour porpoise,Harbour porpoise,27/04/2000,4,2000,57.66447067,-3.029117584,F,juvenile
M83/00,Harbour porpoise,Harbour porpoise,29/04/2000,4,2000,57.67190552,-2.999158859,F,juvenile
M70/00,Minke whale,Baleen Whales,30/04/2000,4,2000,58.65317917,-3.259716272,F,adult
M78/00,Risso's dolphin,Pelagic Dolphins,30/04/2000,4,2000,60.78956223,-0.826220691,M,neonate
M81/00,Harbour porpoise,Harbour porpoise,04/05/2000,5,2000,57.17457962,-2.084303856,U,unknown
M84/00,Harbour porpoise,Harbour porpoise,08/05/2000,5,2000,57.58650208,-3.933571577,M,juvenile
M91/00,Striped dolphin,Pelagic Dolphins,13/05/2000,5,2000,57.44084549,-7.39578867,U,juvenile
M92/00,Harbour porpoise,Harbour porpoise,13/05/2000,5,2000,57.43279266,-7.394597054,U,unknown
M87/00,Harbour porpoise,Harbour porpoise,14/05/2000,5,2000,56.44765854,-2.84351182,U,unknown
M98/00,Sperm whale,Deep Divers,14/05/2000,5,2000,57.7084198,-7.282632828,U,unknown
M89/00,Sperm whale,Deep Divers,22/05/2000,5,2000,60.52568436,-1.314177513,U,unknown
M94/00,Harbour porpoise,Harbour porpoise,31/05/2000,5,2000,55.99448395,-2.891328335,M,adult
M96/00,Harbour porpoise,Harbour porpoise,04/06/2000,6,2000,57.67470551,-3.094806194,M,neonate
M97/00,Harbour porpoise,Harbour porpoise,04/06/2000,6,2000,56.95885086,-2.202210903,F,juvenile
M149/00,Long-finned pilot whale,Pelagic Dolphins,24/06/2000,6,2000,56.98203659,-7.51532793,M,juvenile
M110/00,Risso's dolphin,Pelagic Dolphins,25/06/2000,6,2000,58.60188675,-3.357674122,M,adult
M111/00,Harbour porpoise,Harbour porpoise,26/06/2000,6,2000,57.16919327,-2.077678204,M,juvenile
M113/00,Harbour porpoise,Harbour porpoise,27/06/2000,6,2000,56.53651047,-5.416931629,M,neonate
M114/00,Harbour porpoise,Harbour porpoise,28/06/2000,6,2000,57.75296402,-3.917233229,M,neonate
M142/00,Harbour porpoise,Harbour porpoise,28/06/2000,6,2000,58.96224594,-3.340515614,U,unknown
M143/00,White-beaked dolphin,Pelagic Dolphins,28/06/2000,6,2000,59.29482651,-2.570527077,U,unknown
M115/00,Harbour porpoise,Harbour porpoise,29/06/2000,6,2000,57.58722305,-4.112609386,F,neonate
M116/00,Harbour porpoise,Harbour porpoise,30/06/2000,6,2000,57.67178726,-2.343639135,F,neonate
M117/00,White-beaked dolphin,Pelagic Dolphins,02/07/2000,7,2000,58.50886536,-3.130962849,F,adult
M118/00,Harbour porpoise,Harbour porpoise,04/07/2000,7,2000,60.15197754,-1.045366049,M,juvenile
M119/00,Harbour porpoise,Harbour porpoise,04/07/2000,7,2000,55.6481781,-4.817630291,U,unknown
M121/00,White-beaked dolphin,Pelagic Dolphins,05/07/2000,7,2000,57.42811966,-6.031403542,F,adult
M120/00,Harbour porpoise,Harbour porpoise,06/07/2000,7,2000,57.75399017,-3.908887148,M,juvenile
M127/00,Short-beaked common dolphin,Common Dolphin,12/07/2000,7,2000,59.12456131,-3.077806711,F,juvenile
M128/00,Harbour porpoise,Harbour porpoise,17/07/2000,7,2000,57.66482925,-3.527003288,U,unknown
M130/00,Atlantic white-sided dolphin,Pelagic Dolphins,18/07/2000,7,2000,60.54974365,-1.042780757,M,adult
M136/00,Minke whale,Baleen Whales,18/07/2000,7,2000,57.35427856,-5.891853333,U,unknown
M132/00,Harbour porpoise,Harbour porpoise,19/07/2000,7,2000,60.27931595,-1.151949525,F,adult
M150/00,Short-beaked common dolphin,Common Dolphin,20/07/2000,7,2000,56.99119949,-7.511724949,U,unknown
M146/00,Bottlenose dolphin,Pelagic Dolphins,31/07/2000,7,2000,57.70267868,-2.843950272,F,juvenile
M166/00,Short-beaked common dolphin,Common Dolphin,02/08/2000,8,2000,57.6511116,-7.056088448,U,unknown
M178/00,Long-finned pilot whale,Pelagic Dolphins,02/08/2000,8,2000,59.04471588,-2.820847034,U,unknown
M147/00,Minke whale,Baleen Whales,07/08/2000,8,2000,57.57971191,-5.957774162,U,unknown
M148/00,Harbour porpoise,Harbour porpoise,09/08/2000,8,2000,56.00139236,-4.897826195,F,juvenile
M157/00,Harbour porpoise,Harbour porpoise,09/08/2000,8,2000,57.39377594,-7.402170181,M,juvenile
M177/00,Harbour porpoise,Harbour porpoise,10/08/2000,8,2000,59.0466156,-2.805208683,U,unknown
M179/00,Atlantic white-sided dolphin,Pelagic Dolphins,11/08/2000,8,2000,59.03885269,-2.57500267,U,unknown
M152/00,White-beaked dolphin,Pelagic Dolphins,12/08/2000,8,2000,57.05595398,-6.527317047,U,unknown
M160/00,Bottlenose dolphin,Pelagic Dolphins,12/08/2000,8,2000,57.1398735,-7.404749393,F,adult
M161/00,Harbour porpoise,Harbour porpoise,12/08/2000,8,2000,57.08899307,-7.289886475,U,unknown
M153/00,Minke whale,Baleen Whales,16/08/2000,8,2000,58.36118317,-6.207540512,M,adult
M155/00,Risso's dolphin,Pelagic Dolphins,17/08/2000,8,2000,58.45816803,-5.073322773,U,unknown
M164/00,Harbour porpoise,Harbour porpoise,28/08/2000,8,2000,56.74625397,-2.429983139,M,adult
M200/00,White-beaked dolphin,Pelagic Dolphins,01/09/2000,9,2000,60.78421783,-0.83194232,U,unknown
M169/00,Minke whale,Baleen Whales,04/09/2000,9,2000,56.3478775,-5.869591236,U,unknown
M168/00,Harbour porpoise,Harbour porpoise,05/09/2000,9,2000,56.66244125,-2.499167442,M,adult
M170/00,Sperm whale,Deep Divers,10/09/2000,9,2000,56.56700134,-0.78552109,U,unknown
M173/00,Risso's dolphin,Pelagic Dolphins,15/09/2000,9,2000,56.32843018,-6.422864914,U,unknown
M231/00,Sperm whale,Deep Divers,18/09/2000,9,2000,58.92142487,-2.711979866,M,adult
M176/00,Harbour porpoise,Harbour porpoise,23/09/2000,9,2000,56.71474075,-2.447594166,U,unknown
M183/00,Harbour porpoise,Harbour porpoise,26/09/2000,9,2000,57.74845123,-3.918684959,F,juvenile
M184/00,Harbour porpoise,Harbour porpoise,26/09/2000,9,2000,56.97052383,-2.203921795,U,unknown
M185/00,Minke whale,Baleen Whales,28/09/2000,9,2000,57.2482605,-2.041386127,U,unknown
M186/00,Harbour porpoise,Harbour porpoise,28/09/2000,9,2000,58.0054512,-3.854572296,U,unknown
M187/00,Atlantic white-sided dolphin,Pelagic Dolphins,28/09/2000,9,2000,60.75751114,-0.858590782,F,adult
M190/00,Short-beaked common dolphin,Common Dolphin,29/09/2000,9,2000,57.56608582,-7.392579556,M,juvenile
M191/00,Minke whale,Baleen Whales,30/09/2000,9,2000,56.1888237,-2.853929043,U,unknown
M189/00,Long-finned pilot whale,Pelagic Dolphins,01/10/2000,10,2000,57.23139954,-7.432013035,F,unknown
M233/00,Risso's dolphin,Pelagic Dolphins,02/10/2000,10,2000,59.25631332,-2.875028372,U,unknown
M230/00,Minke whale,Baleen Whales,04/10/2000,10,2000,59.05787659,-2.868239164,U,unknown
M192/00,Minke whale,Baleen Whales,05/10/2000,10,2000,55.29520035,-5.593000412,F,juvenile
M198/00,Risso's dolphin,Pelagic Dolphins,15/10/2000,10,2000,58.03990936,-3.832627773,F,adult
M199/00,Short-beaked common dolphin,Common Dolphin,15/10/2000,10,2000,58.2232132,-6.3531003,U,unknown
M214/00,Short-beaked common dolphin,Common Dolphin,21/10/2000,10,2000,56.05880356,-2.664781094,F,adult
M201/00,Minke whale,Baleen Whales,26/10/2000,10,2000,57.48490524,-6.628810883,M,juvenile
M232/00,Long-finned pilot whale,Pelagic Dolphins,07/11/2000,11,2000,59.30204391,-2.561868668,U,unknown
M206/00,Harbour porpoise,Harbour porpoise,08/11/2000,11,2000,57.69666672,-2.800194502,U,unknown
M210/00,Harbour porpoise,Harbour porpoise,16/11/2000,11,2000,58.53420639,-3.109443903,U,unknown
M216/00,Harbour porpoise,Harbour porpoise,27/11/2000,11,2000,56.96782303,-2.203913689,M,adult
M220/00,Minke whale,Baleen Whales,29/11/2000,11,2000,58.83087921,-3.077336311,M,juvenile
M222/00,Short-beaked common dolphin,Common Dolphin,15/12/2000,12,2000,58.96723175,-3.292016506,M,juvenile
M226/00,Harbour porpoise,Harbour porpoise,21/12/2000,12,2000,54.93018723,-4.993555546,F,juvenile
M229/00,Harbour porpoise,Harbour porpoise,23/12/2000,12,2000,57.44421005,-7.401294708,M,juvenile
M1/01,Harbour porpoise,Harbour porpoise,05/01/2001,1,2001,60.15699768,-1.122683764,M,juvenile
M4/01,Harbour porpoise,Harbour porpoise,18/01/2001,1,2001,56.64085388,-2.507032633,F,adult
M5/01,Harbour porpoise,Harbour porpoise,22/01/2001,1,2001,60.19661331,-1.289361596,M,adult
M6/01,Harbour porpoise,Harbour porpoise,24/01/2001,1,2001,57.50320816,-1.789703012,F,juvenile
M8/01,Harbour porpoise,Harbour porpoise,25/01/2001,1,2001,55.94955826,-4.92279911,F,juvenile
M11/01,Short-beaked common dolphin,Common Dolphin,27/01/2001,1,2001,57.24862289,-7.429008961,F,juvenile
M10/01,Harbour porpoise,Harbour porpoise,28/01/2001,1,2001,56.30241776,-2.6415236,F,juvenile
M12/01,Short-beaked common dolphin,Common Dolphin,02/02/2001,2,2001,55.66245651,-5.154212952,U,unknown
M18/01,Harbour porpoise,Harbour porpoise,13/02/2001,2,2001,55.7751236,-5.107494831,U,unknown
M15/01,Risso's dolphin,Pelagic Dolphins,14/02/2001,2,2001,59.05570602,-3.335449457,F,juvenile
M185/01,Harbour porpoise,Harbour porpoise,17/02/2001,2,2001,59.09871292,-3.345841169,U,unknown
M21/01,Harbour porpoise,Harbour porpoise,19/02/2001,2,2001,56.03639603,-3.693218231,U,unknown
M22/01,Harbour porpoise,Harbour porpoise,25/02/2001,2,2001,57.71087265,-3.431586742,M,juvenile
M24/01,Harbour porpoise,Harbour porpoise,07/03/2001,3,2001,58.20584106,-6.308377743,M,adult
M25/01,Harbour porpoise,Harbour porpoise,08/03/2001,3,2001,56.49610138,-2.711385727,F,juvenile
M28/01,Harbour porpoise,Harbour porpoise,11/03/2001,3,2001,57.25455093,-2.038084507,U,unknown
M27/01,Harbour porpoise,Harbour porpoise,14/03/2001,3,2001,58.20630264,-6.294799805,F,juvenile
M163/01,Northern bottlenose whale,Deep Divers,14/03/2001,3,2001,59.21180725,-2.654966593,U,unknown
M30/01,Harbour porpoise,Harbour porpoise,20/03/2001,3,2001,55.9896698,-4.701314926,F,adult
M181/01,Harbour porpoise,Harbour porpoise,21/03/2001,3,2001,58.92394257,-2.74329567,U,unknown
M37/01,Harbour porpoise,Harbour porpoise,27/03/2001,3,2001,56.63817215,-2.502119064,U,unknown
M31/01,Harbour porpoise,Harbour porpoise,30/03/2001,3,2001,57.15841293,-2.077665567,M,juvenile
M32/01,Bottlenose dolphin,Pelagic Dolphins,02/04/2001,4,2001,57.34573364,-6.103857994,M,adult
M34/01,Harbour porpoise,Harbour porpoise,08/04/2001,4,2001,57.64234924,-3.601451397,M,juvenile
M35/01,Harbour porpoise,Harbour porpoise,09/04/2001,4,2001,56.29611969,-5.64928484,F,adult
M38/01,Harbour porpoise,Harbour porpoise,09/04/2001,4,2001,56.64715576,-2.502229452,M,juvenile
M36/01,Harbour porpoise,Harbour porpoise,10/04/2001,4,2001,57.24248505,-5.90161705,F,juvenile
M39/01,Harbour porpoise,Harbour porpoise,11/04/2001,4,2001,57.69413376,-2.610579491,F,juvenile
M40/01,Harbour porpoise,Harbour porpoise,14/04/2001,4,2001,57.87995148,-4.013381004,M,juvenile
M41/01,Sowerby's beaked whale,Deep Divers,14/04/2001,4,2001,58.03720093,-3.83419466,F,adult
M42/01,Minke whale,Baleen Whales,14/04/2001,4,2001,56.04032898,-3.529650211,F,juvenile
M43/01,Harbour porpoise,Harbour porpoise,17/04/2001,4,2001,57.67992401,-2.325266123,M,juvenile
M44/01,Long-finned pilot whale,Pelagic Dolphins,17/04/2001,4,2001,57.67853928,-1.991572499,F,adult
M45/01,Harbour porpoise,Harbour porpoise,19/04/2001,4,2001,57.694664,-2.833699465,F,juvenile
M46/01,Harbour porpoise,Harbour porpoise,20/04/2001,4,2001,57.75024796,-3.918781519,M,adult
M47/01,Harbour porpoise,Harbour porpoise,21/04/2001,4,2001,57.15571594,-2.077649832,M,juvenile
M48/01,Harbour porpoise,Harbour porpoise,21/04/2001,4,2001,57.15571594,-2.077649832,M,juvenile
M49/01,Harbour porpoise,Harbour porpoise,24/04/2001,4,2001,57.24646378,-2.041383028,M,juvenile
M51/01,Harbour porpoise,Harbour porpoise,26/04/2001,4,2001,55.88470078,-4.965891838,M,juvenile
M52/01,Atlantic white-sided dolphin,Pelagic Dolphins,26/04/2001,4,2001,57.67751694,-4.293972969,M,adult
M72/01,Long-finned pilot whale,Pelagic Dolphins,01/05/2001,5,2001,57.3865509,-7.211141586,U,unknown
M55/01,Harbour porpoise,Harbour porpoise,04/05/2001,5,2001,57.88021469,-3.996533394,M,juvenile
M58/01,Harbour porpoise,Harbour porpoise,09/05/2001,5,2001,57.49967194,-4.239413738,M,juvenile
M182/01,Long-finned pilot whale,Pelagic Dolphins,09/05/2001,5,2001,57.30562973,-7.400846481,U,unknown
M57/01,Harbour porpoise,Harbour porpoise,10/05/2001,5,2001,57.19704819,-2.069473028,M,juvenile
M63/01,Harbour porpoise,Harbour porpoise,17/05/2001,5,2001,56.85020447,-5.319160938,F,juvenile
M59/01,Harbour porpoise,Harbour porpoise,18/05/2001,5,2001,56.64714813,-2.503863096,F,juvenile
M64/01,Risso's dolphin,Pelagic Dolphins,19/05/2001,5,2001,57.10225296,-7.316583157,M,juvenile
M66/01,Harbour porpoise,Harbour porpoise,19/05/2001,5,2001,57.7466507,-3.918589115,U,unknown
M67/01,Bottlenose dolphin,Pelagic Dolphins,23/05/2001,5,2001,57.59781265,-4.014494419,F,adult
M68/01,Harbour porpoise,Harbour porpoise,23/05/2001,5,2001,57.25318527,-5.90441227,U,unknown
M79/01,Long-finned pilot whale,Pelagic Dolphins,10/06/2001,6,2001,57.51513672,-7.610834599,U,unknown
M76/01,Minke whale,Baleen Whales,11/06/2001,6,2001,58.97289276,-3.353117466,U,unknown
M77/01,Harbour porpoise,Harbour porpoise,12/06/2001,6,2001,55.96471024,-2.398839474,F,adult
M127/01,Harbour porpoise,Harbour porpoise,13/06/2001,6,2001,56.33658981,-6.214914322,M,juvenile
M81/01,Sperm whale,Deep Divers,17/06/2001,6,2001,58.35026932,-6.183997631,U,unknown
M80/01,Harbour porpoise,Harbour porpoise,18/06/2001,6,2001,56.33397675,-2.7779212,F,neonate
M82/01,Harbour porpoise,Harbour porpoise,21/06/2001,6,2001,57.15571594,-2.076010227,F,neonate
M103/01,Sperm whale,Deep Divers,21/06/2001,6,2001,58.35087204,-6.13789463,M,adult
M83/01,Harbour porpoise,Harbour porpoise,22/06/2001,6,2001,56.20442581,-4.745419979,F,juvenile
M85/01,Minke whale,Baleen Whales,25/06/2001,6,2001,56.07051849,-6.184186935,U,unknown
M84/01,Short-beaked common dolphin,Common Dolphin,26/06/2001,6,2001,56.05683136,-3.575271606,M,adult
M86/01,Harbour porpoise,Harbour porpoise,29/06/2001,6,2001,57.25724411,-2.034775972,U,unknown
M87/01,Minke whale,Baleen Whales,03/07/2001,7,2001,60.13989258,-1.115936041,U,unknown
M89/01,Minke whale,Baleen Whales,06/07/2001,7,2001,59.02312469,-3.35857296,M,juvenile
M91/01,Harbour porpoise,Harbour porpoise,07/07/2001,7,2001,56.3741951,-2.811115026,M,neonate
M90/01,Harbour porpoise,Harbour porpoise,09/07/2001,7,2001,56.18504333,-4.768207073,F,juvenile
M93/01,Harbour porpoise,Harbour porpoise,10/07/2001,7,2001,57.27251053,-5.742132664,U,unknown
M94/01,Risso's dolphin,Pelagic Dolphins,10/07/2001,7,2001,59.10128784,-2.665068626,U,unknown
M101/01,Sowerby's beaked whale,Deep Divers,15/07/2001,7,2001,59.02697754,-2.901761532,U,unknown
M99/01,White-beaked dolphin,Pelagic Dolphins,17/07/2001,7,2001,57.32910538,-1.960098147,F,adult
M100/01,Harbour porpoise,Harbour porpoise,18/07/2001,7,2001,57.71081543,-3.268776178,F,adult
M104/01,Harbour porpoise,Harbour porpoise,21/07/2001,7,2001,57.69644547,-2.127456903,U,unknown
M105/01,Harbour porpoise,Harbour porpoise,23/07/2001,7,2001,57.24375534,-5.860288143,M,adult
M108/01,Harbour porpoise,Harbour porpoise,24/07/2001,7,2001,58.59625626,-3.379840374,U,unknown
M111/01,Harbour porpoise,Harbour porpoise,29/07/2001,7,2001,54.89587021,-4.392037868,F,adult
M112/01,Sperm whale,Deep Divers,29/07/2001,7,2001,60.78869629,-0.829926312,U,unknown
M113/01,Harbour porpoise,Harbour porpoise,03/08/2001,8,2001,57.70433807,-2.864132643,M,juvenile
M118/01,Harbour porpoise,Harbour porpoise,05/08/2001,8,2001,58.0954895,-7.10367918,F,juvenile
M114/01,Risso's dolphin,Pelagic Dolphins,06/08/2001,8,2001,55.64796448,-5.674556255,U,unknown
M116/01,Risso's dolphin,Pelagic Dolphins,06/08/2001,8,2001,57.77870178,-6.900481224,F,juvenile
M117/01,Harbour porpoise,Harbour porpoise,07/08/2001,8,2001,55.8416214,-4.887526512,M,juvenile
M134/01,Long-finned pilot whale,Pelagic Dolphins,10/08/2001,8,2001,58.48991394,-6.284783363,U,unknown
M120/01,Harbour porpoise,Harbour porpoise,17/08/2001,8,2001,57.67747498,-2.975841999,F,juvenile
M121/01,Harbour porpoise,Harbour porpoise,19/08/2001,8,2001,56.63637543,-2.502093792,F,juvenile
M122/01,Minke whale,Baleen Whales,21/08/2001,8,2001,54.84156036,-5.12096262,U,unknown
M123/01,Harbour porpoise,Harbour porpoise,22/08/2001,8,2001,56.49882126,-2.706564903,M,adult
M126/01,Atlantic white-sided dolphin,Pelagic Dolphins,28/08/2001,8,2001,60.68876266,-0.904981494,M,adult
M130/01,Northern bottlenose whale,Deep Divers,04/09/2001,9,2001,56.48801422,-5.757092953,F,juvenile
M132/01,Humpback whale,Baleen Whales,07/09/2001,9,2001,58.20138931,-5.34903717,U,unknown
M139/01,White-beaked dolphin,Pelagic Dolphins,08/09/2001,9,2001,57.60040283,-7.152938366,U,unknown
M131/01,Striped dolphin,Pelagic Dolphins,09/09/2001,9,2001,57.14424133,-5.792012691,F,adult
M133/01,Striped dolphin,Pelagic Dolphins,10/09/2001,9,2001,58.59638596,-3.367790222,F,juvenile
M137/01,Short-beaked common dolphin,Common Dolphin,11/09/2001,9,2001,57.3310318,-7.39627552,M,adult
M135/01,Harbour porpoise,Harbour porpoise,14/09/2001,9,2001,55.73838425,-5.596999168,F,adult
M136/01,Harbour porpoise,Harbour porpoise,15/09/2001,9,2001,57.69672394,-3.489756584,F,juvenile
M184/01,Long-finned pilot whale,Pelagic Dolphins,15/09/2001,9,2001,59.29933929,-2.565333605,U,unknown
M140/01,Long-finned pilot whale,Pelagic Dolphins,16/09/2001,9,2001,57.01094055,-7.513005257,U,unknown
M138/01,Sowerby's beaked whale,Deep Divers,18/09/2001,9,2001,57.58048248,-4.085456371,M,adult
M141/01,White-beaked dolphin,Pelagic Dolphins,22/09/2001,9,2001,59.13754654,-3.324640274,F,neonate
M142/01,Short-beaked common dolphin,Common Dolphin,22/09/2001,9,2001,58.53255844,-4.210427284,M,juvenile
M165/01,Long-finned pilot whale,Pelagic Dolphins,14/10/2001,10,2001,59.29933929,-2.565333605,U,unknown
M144/01,Striped dolphin,Pelagic Dolphins,15/10/2001,10,2001,57.52687073,-7.383421898,M,juvenile
M146/01,Bottlenose dolphin,Pelagic Dolphins,17/10/2001,10,2001,57.37084961,-7.412129879,U,unknown
M145/01,Sperm whale,Deep Divers,23/10/2001,10,2001,60.12651062,-1.278270841,M,juvenile
M164/01,Harbour porpoise,Harbour porpoise,25/10/2001,10,2001,58.92474747,-3.128901005,M,adult
M180/01,White-beaked dolphin,Pelagic Dolphins,25/10/2001,10,2001,59.34924698,-2.427250385,U,unknown
M147/01,Harbour porpoise,Harbour porpoise,01/11/2001,11,2001,57.90540695,-3.994559288,M,adult
M154/01,Harbour porpoise,Harbour porpoise,04/11/2001,11,2001,57.30116653,-7.400190353,U,unknown
M150/01,Minke whale,Baleen Whales,08/11/2001,11,2001,57.58986282,-7.124648571,F,juvenile
M155/01,Northern bottlenose whale,Deep Divers,09/11/2001,11,2001,59.05026245,-3.340462208,F,adult
M153/01,Minke whale,Baleen Whales,12/11/2001,11,2001,58.62863541,-3.375946999,F,juvenile
M160/01,Sperm whale,Deep Divers,16/11/2001,11,2001,59.51512527,-1.643484831,U,unknown
M161/01,Harbour porpoise,Harbour porpoise,22/11/2001,11,2001,55.99739456,-4.717887402,F,adult
M171/01,Short-beaked common dolphin,Common Dolphin,01/12/2001,12,2001,57.52762222,-7.386885643,M,adult
M169/01,Minke whale,Baleen Whales,02/12/2001,12,2001,56.88722992,-6.127309799,U,unknown
M166/01,Long-finned pilot whale,Pelagic Dolphins,03/12/2001,12,2001,60.2096138,-1.373877287,U,unknown
M167/01,Short-beaked common dolphin,Common Dolphin,04/12/2001,12,2001,56.10303116,-3.810306549,F,adult
M168/01,White-beaked dolphin,Pelagic Dolphins,04/12/2001,12,2001,57.68082428,-2.325282812,M,juvenile
M173/01,Short-beaked common dolphin,Common Dolphin,04/12/2001,12,2001,56.05068588,-3.563772678,F,adult
M170/01,White-beaked dolphin,Pelagic Dolphins,06/12/2001,12,2001,58.60691071,-3.54893136,M,juvenile
M174/01,Harbour porpoise,Harbour porpoise,09/12/2001,12,2001,56.66333771,-2.499188662,M,adult
M179/01,Short-beaked common dolphin,Common Dolphin,31/12/2001,12,2001,56.04982758,-3.697015524,F,juvenile
M4/02,Harbour porpoise,Harbour porpoise,05/01/2002,1,2002,57.47961044,-7.373113155,M,juvenile
M2/02,Harbour porpoise,Harbour porpoise,06/01/2002,1,2002,57.69952393,-2.909314871,F,juvenile
M3/02,Harbour porpoise,Harbour porpoise,07/01/2002,1,2002,55.78461075,-6.311451912,M,adult
M5/02,Minke whale,Baleen Whales,09/01/2002,1,2002,55.6853714,-5.171973705,F,juvenile
M10/02,Minke whale,Baleen Whales,19/01/2002,1,2002,55.92669296,-5.584011555,F,neonate
